distribution_id,distribution_date,site,households_served,meals_served
2040,2025-01-15,North Hub,35,175
2041,2025-06-12,Riverside Centre,62,310
2042,2025-04-21,Mobile Unit,74,296
2043,2025-07-09,Mobile Unit,75,375
2044,2025-02-23,Mobile Unit,49,147
2045,2025-04-04,Riverside Centre,47,94
2046,2025-03-19,North Hub,11,33
2047,2025-09-06,Riverside Centre,47,94
2048,2025-01-09,Mobile Unit,73,365
2049,2025-04-18,North Hub,30,90
2050,2025-02-14,East Community Hall,40,120
2051,2025-05-01,Riverside Centre,82,246
2052,2025-07-15,Mobile Unit,30,150
2053,2025-04-27,Mobile Unit,86,344
2054,2025-08-22,Mobile Unit,86,258
2055,2025-05-15,East Community Hall,47,94
2056,2025-07-16,Mobile Unit,45,180
2057,2025-08-23,North Hub,89,445
2058,2025-03-05,Riverside Centre,48,144
2059,2025-02-01,Riverside Centre,85,340
2060,2025-01-18,Mobile Unit,28,112
2061,2025-07-15,Riverside Centre,41,205
2062,2025-04-13,Mobile Unit,16,48
2063,2025-05-22,Riverside Centre,58,232
2064,2025-03-31,East Community Hall,66,132
2065,2025-01-09,East Community Hall,44,176
2066,2025-02-27,Riverside Centre,13,26
2067,2025-02-14,Mobile Unit,21,63
2068,2025-02-25,Riverside Centre,35,70
2069,2025-07-02,Mobile Unit,22,44
2070,2025-06-13,Mobile Unit,79,395
2071,2025-08-16,East Community Hall,68,136
2072,2025-04-30,Riverside Centre,15,45
2073,2025-03-10,Mobile Unit,72,144
2074,2025-07-19,Riverside Centre,65,195
2075,2025-02-14,East Community Hall,37,74
2076,2025-06-20,North Hub,33,99
2077,2025-06-17,East Community Hall,15,75
2078,2025-04-20,Mobile Unit,63,315
2079,2025-07-08,East Community Hall,88,176
2080,2025-05-09,East Community Hall,87,348
2081,2025-05-05,Riverside Centre,88,176
2082,2025-08-16,Mobile Unit,66,330
2083,2025-03-30,Mobile Unit,74,296
2084,2025-01-25,Riverside Centre,41,164
2085,2025-09-03,Riverside Centre,54,216
2086,2025-03-10,North Hub,79,395
2087,2025-01-17,Riverside Centre,73,219
2088,2025-03-03,Riverside Centre,28,56
2089,2025-06-04,Mobile Unit,49,147
2090,2025-07-21,East Community Hall,55,220
2091,2025-02-21,Riverside Centre,85,425
2092,2025-07-01,Riverside Centre,62,248
2093,2025-04-13,Mobile Unit,69,138
2094,2025-07-15,Riverside Centre,58,232
2095,2025-03-18,North Hub,47,188
2096,2025-02-11,Mobile Unit,65,195
2097,2025-09-04,East Community Hall,14,70
2098,2025-08-11,Riverside Centre,69,207
2099,2025-07-23,East Community Hall,89,178
2100,2025-06-15,East Community Hall,84,420
2101,2025-03-08,Mobile Unit,52,260
2102,2025-04-06,Mobile Unit,73,365
2103,2025-02-17,Riverside Centre,15,30
2104,2025-02-06,Mobile Unit,22,66
2105,2025-06-01,East Community Hall,27,54
2106,2025-05-14,Mobile Unit,72,216
2107,2025-07-11,East Community Hall,84,252
2108,2025-06-30,Riverside Centre,71,284
2109,2025-07-26,North Hub,69,138
2110,2025-06-08,East Community Hall,72,288
2111,2025-03-15,Mobile Unit,27,54
2112,2025-07-29,East Community Hall,63,126
2113,2025-03-14,North Hub,66,198
2114,2025-03-15,North Hub,79,316
2115,2025-04-25,North Hub,31,62
2116,2025-03-07,Mobile Unit,25,75
2117,2025-04-21,Mobile Unit,20,80
2118,2025-03-09,East Community Hall,16,80
2119,2025-01-16,North Hub,41,205
2120,2025-06-11,Riverside Centre,89,445
2121,2025-07-19,East Community Hall,38,76
2122,2025-06-19,North Hub,75,225
2123,2025-06-27,Riverside Centre,18,54
2124,2025-02-22,Riverside Centre,78,390
2125,2025-02-18,North Hub,89,178
2126,2025-07-24,Riverside Centre,65,195
2127,2025-08-02,Riverside Centre,71,142
2128,2025-08-05,North Hub,81,162
2129,2025-04-28,Riverside Centre,64,320
2130,2025-01-31,Riverside Centre,52,208
2131,2025-01-02,Riverside Centre,71,355
2132,2025-08-15,East Community Hall,42,210
2133,2025-02-21,East Community Hall,10,40
2134,2025-09-04,East Community Hall,64,320
2135,2025-05-10,North Hub,50,250
2136,2025-02-11,Riverside Centre,51,255
2137,2025-05-25,North Hub,12,36
2138,2025-04-01,East Community Hall,63,189
2139,2025-02-07,Mobile Unit,85,425
2140,2025-05-21,East Community Hall,68,204
2141,2025-07-28,Riverside Centre,25,75
2142,2025-02-03,Mobile Unit,33,99
2143,2025-04-06,Mobile Unit,81,162
2144,2025-06-25,Riverside Centre,80,320
2145,2025-03-24,North Hub,20,60
2146,2025-03-04,Riverside Centre,21,63
2147,2025-02-22,Mobile Unit,33,165
2148,2025-03-18,East Community Hall,23,92
2149,2025-05-21,Riverside Centre,32,96
2150,2025-01-19,Riverside Centre,75,300
2151,2025-04-09,North Hub,61,305
2152,2025-03-12,North Hub,52,156
2153,2025-05-25,Riverside Centre,19,38
2154,2025-02-18,North Hub,71,213
2155,2025-02-18,Mobile Unit,66,264
2156,2025-02-02,East Community Hall,69,207
2157,2025-01-30,East Community Hall,77,308
2158,2025-06-10,Mobile Unit,50,150
2159,2025-08-08,North Hub,56,280
2160,2025-01-28,North Hub,82,164
2161,2025-08-31,East Community Hall,34,136
2162,2025-08-29,North Hub,51,204
2163,2025-03-18,North Hub,33,66
2164,2025-03-17,Mobile Unit,21,63
2165,2025-03-21,East Community Hall,28,56
2166,2025-07-25,East Community Hall,63,315
2167,2025-06-03,East Community Hall,63,315
2168,2025-08-29,Mobile Unit,80,240
2169,2025-04-29,Riverside Centre,75,150
2170,2025-05-25,Mobile Unit,52,104
2171,2025-05-13,North Hub,74,222
2172,2025-03-18,Riverside Centre,43,215
2173,2025-01-29,Mobile Unit,53,159
2174,2025-07-14,Riverside Centre,28,56
2175,2025-07-28,Mobile Unit,44,132
2176,2025-01-20,Mobile Unit,89,178
2177,2025-03-13,East Community Hall,51,255
2178,2025-07-23,Mobile Unit,85,170
2179,2025-04-03,East Community Hall,27,54
2180,2025-08-29,Riverside Centre,73,292
2181,2025-07-13,East Community Hall,55,110
2182,2025-08-11,East Community Hall,16,64
2183,2025-05-07,Riverside Centre,18,36
2184,2025-08-21,Riverside Centre,62,248
2185,2025-04-20,North Hub,57,114
2186,2025-06-18,East Community Hall,58,116
2187,2025-04-20,North Hub,52,104
2188,2025-03-03,Riverside Centre,22,44
2189,2025-08-31,North Hub,50,150
2190,2025-05-15,Riverside Centre,31,62
2191,2025-02-22,Riverside Centre,24,120
2192,2025-09-06,Mobile Unit,30,150
2193,2025-09-01,Mobile Unit,28,84
2194,2025-08-26,North Hub,35,70
2195,2025-03-28,North Hub,70,350
2196,2025-07-15,Riverside Centre,75,375
2197,2025-06-01,East Community Hall,28,140
2198,2025-08-17,East Community Hall,40,80
2199,2025-06-30,Riverside Centre,74,222
2200,2025-03-08,North Hub,60,120
2201,2025-04-13,North Hub,33,165
2202,2025-02-19,East Community Hall,24,120
2203,2025-03-01,East Community Hall,78,156
2204,2025-02-16,Mobile Unit,64,256
2205,2025-02-11,Mobile Unit,55,220
2206,2025-08-09,East Community Hall,27,81
2207,2025-04-02,North Hub,58,290
2208,2025-07-12,North Hub,48,144
2209,2025-07-22,Mobile Unit,86,430
2210,2025-03-23,East Community Hall,49,98
2211,2025-06-20,East Community Hall,50,100
2212,2025-07-03,East Community Hall,81,162
2213,2025-05-01,Riverside Centre,38,76
2214,2025-05-24,North Hub,85,255
2215,2025-02-08,Mobile Unit,49,147
2216,2025-01-28,Riverside Centre,53,265
2217,2025-07-21,Riverside Centre,53,159
2218,2025-03-15,North Hub,45,90
2219,2025-06-14,Mobile Unit,65,195
2220,2025-07-25,Mobile Unit,44,132
2221,2025-07-01,Mobile Unit,31,155
2222,2025-03-27,Mobile Unit,88,176
2223,2025-01-22,Riverside Centre,36,108
2224,2025-01-21,Mobile Unit,88,440
2225,2025-09-01,Riverside Centre,89,445
2226,2025-03-30,East Community Hall,71,213
2227,2025-02-17,Riverside Centre,42,168
2228,2025-07-17,East Community Hall,88,352
2229,2025-03-02,North Hub,25,75
2230,2025-08-28,Riverside Centre,81,243
2231,2025-09-05,Mobile Unit,69,276
2232,2025-07-12,Mobile Unit,60,180
2233,2025-07-30,Riverside Centre,29,116
2234,2025-02-10,East Community Hall,24,120
2235,2025-01-13,Mobile Unit,87,348
2236,2025-04-09,North Hub,60,180
2237,2025-06-07,North Hub,44,132
2238,2025-07-12,East Community Hall,80,320
2239,2025-01-13,East Community Hall,38,152
2240,2025-04-23,North Hub,62,124
2241,2025-03-10,North Hub,27,54
2242,2025-04-11,Mobile Unit,77,385
2243,2025-06-30,North Hub,28,112
2244,2025-05-06,Riverside Centre,49,147
2245,2025-08-21,North Hub,62,186
2246,2025-04-30,Mobile Unit,80,400
2247,2025-05-03,North Hub,53,212
2248,2025-02-17,North Hub,56,168
2249,2025-09-03,East Community Hall,84,420
2250,2025-03-30,East Community Hall,43,129
2251,2025-08-19,Riverside Centre,50,200
2252,2025-03-19,North Hub,88,176
2253,2025-01-20,North Hub,70,350
2254,2025-08-02,East Community Hall,52,208
2255,2025-04-18,Mobile Unit,89,267
2256,2025-06-24,Riverside Centre,66,330
2257,2025-06-01,Mobile Unit,43,86
2258,2025-03-29,North Hub,48,192
2259,2025-03-16,Mobile Unit,56,280
2260,2025-07-30,Riverside Centre,19,38
2261,2025-01-24,East Community Hall,42,210
2262,2025-02-20,East Community Hall,60,300
2263,2025-07-24,North Hub,45,180
2264,2025-05-17,Mobile Unit,53,212
2265,2025-05-14,North Hub,33,132
2266,2025-04-03,Mobile Unit,13,26
2267,2025-09-02,East Community Hall,37,148
2268,2025-02-09,North Hub,42,126
2269,2025-09-02,North Hub,51,255
2270,2025-08-26,North Hub,77,231
2271,2025-03-03,North Hub,76,228
2272,2025-01-20,East Community Hall,84,168
2273,2025-02-07,Mobile Unit,42,210
2274,2025-01-15,Mobile Unit,74,222
2275,2025-04-06,East Community Hall,39,195
2276,2025-06-18,East Community Hall,73,146
2277,2025-02-27,Mobile Unit,11,22
2278,2025-05-24,East Community Hall,84,252
2279,2025-07-29,Mobile Unit,24,72
2280,2025-02-24,East Community Hall,44,88
2281,2025-01-21,East Community Hall,40,80
2282,2025-02-23,North Hub,47,188
2283,2025-08-14,North Hub,61,244
2284,2025-01-19,Mobile Unit,17,34
2285,2025-08-20,Riverside Centre,66,330
2286,2025-07-21,Mobile Unit,74,222
2287,2025-03-12,Mobile Unit,67,134
2288,2025-05-13,Riverside Centre,14,70
2289,2025-05-29,East Community Hall,84,336
2290,2025-06-24,East Community Hall,52,156
2291,2025-05-08,East Community Hall,33,99
2292,2025-03-03,Riverside Centre,79,316
2293,2025-02-14,Riverside Centre,44,132
2294,2025-03-10,North Hub,47,188
2295,2025-01-24,East Community Hall,82,164
2296,2025-08-18,Riverside Centre,34,68
2297,2025-01-10,North Hub,21,105
2298,2025-06-19,North Hub,64,192
2299,2025-08-25,North Hub,16,32
2300,2025-07-27,Riverside Centre,44,132
2301,2025-07-06,North Hub,60,240
2302,2025-04-01,Mobile Unit,28,140
2303,2025-06-21,Mobile Unit,73,146
2304,2025-07-09,East Community Hall,84,252
2305,2025-04-11,East Community Hall,73,365
2306,2025-01-02,East Community Hall,52,208
2307,2025-01-29,Mobile Unit,63,315
2308,2025-06-30,Mobile Unit,72,288
2309,2025-06-27,East Community Hall,40,120
2310,2025-01-13,North Hub,17,34
2311,2025-01-04,East Community Hall,64,320
2312,2025-07-01,East Community Hall,46,92
2313,2025-06-02,Mobile Unit,13,26
2314,2025-03-23,Mobile Unit,84,336
2315,2025-06-02,Mobile Unit,71,284
2316,2025-05-01,Riverside Centre,76,304
2317,2025-07-20,East Community Hall,73,146
2318,2025-05-15,North Hub,47,188
2319,2025-07-15,East Community Hall,82,164
2320,2025-04-24,East Community Hall,62,248
2321,2025-06-27,East Community Hall,22,88
2322,2025-06-25,Mobile Unit,23,115
2323,2025-02-28,North Hub,46,230
2324,2025-01-17,Mobile Unit,66,330
2325,2025-02-25,Riverside Centre,67,335
2326,2025-03-30,East Community Hall,37,111
2327,2025-08-12,Mobile Unit,62,124
2328,2025-02-08,Riverside Centre,43,172
2329,2025-08-06,East Community Hall,53,212
2330,2025-05-16,Riverside Centre,24,120
2331,2025-08-19,East Community Hall,73,292
2332,2025-09-06,Mobile Unit,46,138
2333,2025-06-14,Riverside Centre,87,261
2334,2025-04-20,North Hub,54,270
2335,2025-05-13,East Community Hall,74,370
2336,2025-04-10,North Hub,56,280
2337,2025-08-11,Mobile Unit,14,42
2338,2025-01-19,Riverside Centre,29,116
2339,2025-03-29,Riverside Centre,78,156
2340,2025-01-16,Riverside Centre,56,112
2341,2025-02-11,Mobile Unit,47,141
2342,2025-01-13,Mobile Unit,44,132
2343,2025-08-12,East Community Hall,53,159
2344,2025-05-25,North Hub,39,117
2345,2025-02-22,North Hub,13,26
2346,2025-05-13,North Hub,76,304
2347,2025-08-17,East Community Hall,28,56
2348,2025-07-20,East Community Hall,74,296
2349,2025-02-19,Riverside Centre,72,288
2350,2025-01-01,Riverside Centre,35,70
2351,2025-06-25,Mobile Unit,50,250
2352,2025-07-19,North Hub,54,108
2353,2025-07-02,East Community Hall,72,144
2354,2025-05-26,Mobile Unit,32,128
2355,2025-03-09,East Community Hall,38,76
2356,2025-04-27,Mobile Unit,86,344
2357,2025-01-11,East Community Hall,83,332
2358,2025-06-29,Mobile Unit,65,130
2359,2025-03-23,Mobile Unit,26,130
2360,2025-01-23,North Hub,20,100
2361,2025-08-15,East Community Hall,70,280
2362,2025-08-04,Mobile Unit,47,235
2363,2025-07-22,Riverside Centre,42,210
2364,2025-03-22,Riverside Centre,24,120
2365,2025-05-03,East Community Hall,73,365
2366,2025-09-05,Riverside Centre,11,55
2367,2025-03-27,East Community Hall,43,86
2368,2025-07-03,East Community Hall,13,65
2369,2025-02-23,North Hub,37,185
2370,2025-06-09,Mobile Unit,31,124
2371,2025-02-21,North Hub,29,58
2372,2025-06-29,East Community Hall,74,370
2373,2025-02-05,Riverside Centre,61,244
2374,2025-07-19,Riverside Centre,20,80
2375,2025-08-17,Mobile Unit,31,93
2376,2025-03-06,Riverside Centre,83,332
2377,2025-01-15,Mobile Unit,38,114
2378,2025-06-29,Mobile Unit,25,100
2379,2025-04-23,North Hub,54,162
2380,2025-02-03,Mobile Unit,34,136
2381,2025-04-23,North Hub,50,250
2382,2025-06-11,North Hub,61,183
2383,2025-05-01,Mobile Unit,89,445
2384,2025-02-25,Mobile Unit,87,261
2385,2025-05-20,East Community Hall,52,156
2386,2025-08-13,Mobile Unit,21,105
2387,2025-02-23,North Hub,86,172
2388,2025-07-12,Mobile Unit,85,340
2389,2025-06-24,Mobile Unit,11,22
2390,2025-01-30,East Community Hall,31,124
2391,2025-04-27,Mobile Unit,88,440
2392,2025-05-29,North Hub,40,200
2393,2025-06-20,East Community Hall,83,166
2394,2025-04-02,North Hub,88,440
2395,2025-03-19,Riverside Centre,88,176
2396,2025-03-31,East Community Hall,27,54
2397,2025-07-02,Mobile Unit,89,267
2398,2025-06-13,North Hub,22,44
2399,2025-02-24,East Community Hall,75,225
2400,2025-04-21,North Hub,67,134
2401,2025-01-25,North Hub,82,410
2402,2025-08-01,Riverside Centre,13,39
2403,2025-01-04,East Community Hall,39,156
2404,2025-07-23,East Community Hall,30,150
2405,2025-07-29,Mobile Unit,73,219
2406,2025-06-08,East Community Hall,45,135
2407,2025-01-22,East Community Hall,70,280
2408,2025-05-04,Riverside Centre,45,90
2409,2025-03-23,North Hub,46,92
2410,2025-07-16,East Community Hall,68,272
2411,2025-01-07,North Hub,15,75
2412,2025-04-20,Mobile Unit,88,264
2413,2025-08-18,North Hub,66,198
2414,2025-06-23,East Community Hall,41,164
2415,2025-01-24,Mobile Unit,76,304
2416,2025-09-04,East Community Hall,34,170
2417,2025-06-16,Mobile Unit,66,330
2418,2025-08-27,North Hub,51,255
2419,2025-06-25,Mobile Unit,11,33
2420,2025-01-29,Mobile Unit,87,261
2421,2025-03-06,East Community Hall,39,78
2422,2025-04-18,East Community Hall,64,256
2423,2025-03-03,Mobile Unit,14,42
2424,2025-06-02,Mobile Unit,30,90
2425,2025-01-25,Mobile Unit,84,168
2426,2025-05-07,Mobile Unit,34,68
2427,2025-08-11,East Community Hall,65,260
2428,2025-01-19,North Hub,71,142
2429,2025-06-19,East Community Hall,75,150
2430,2025-03-20,North Hub,15,30
2431,2025-06-19,Riverside Centre,71,213
2432,2025-01-12,North Hub,65,130
2433,2025-01-12,Riverside Centre,32,160
2434,2025-05-13,Mobile Unit,26,78
2435,2025-06-29,Mobile Unit,84,336
2436,2025-08-25,East Community Hall,73,219
2437,2025-08-24,Mobile Unit,79,237
2438,2025-06-19,Mobile Unit,17,68
2439,2025-03-23,East Community Hall,73,219
2440,2025-05-27,East Community Hall,23,115
2441,2025-06-07,North Hub,17,34
2442,2025-01-27,East Community Hall,50,150
2443,2025-05-12,Riverside Centre,62,124
2444,2025-02-12,East Community Hall,18,72
2445,2025-01-09,Riverside Centre,62,248
2446,2025-01-03,North Hub,76,304
2447,2025-08-16,Mobile Unit,59,177
2448,2025-07-25,North Hub,62,310
2449,2025-02-28,North Hub,89,267
2450,2025-07-16,East Community Hall,73,365
2451,2025-08-02,Mobile Unit,67,268
2452,2025-04-15,East Community Hall,27,108
2453,2025-01-26,Mobile Unit,29,58
2454,2025-01-11,Riverside Centre,64,320
2455,2025-03-22,East Community Hall,55,220
2456,2025-01-14,East Community Hall,65,260
2457,2025-02-14,North Hub,59,177
2458,2025-01-17,Riverside Centre,61,244
2459,2025-01-29,East Community Hall,79,158
2460,2025-07-24,Mobile Unit,15,75
2461,2025-04-05,North Hub,87,174
2462,2025-02-25,Riverside Centre,82,246
2463,2025-04-15,East Community Hall,14,56
2464,2025-03-23,East Community Hall,39,78
2465,2025-04-30,Riverside Centre,51,204
2466,2025-04-15,East Community Hall,43,86
2467,2025-02-10,Mobile Unit,78,312
2468,2025-05-17,North Hub,17,68
2469,2025-05-13,Riverside Centre,11,33
2470,2025-04-05,North Hub,57,228
2471,2025-07-29,Riverside Centre,63,189
2472,2025-03-01,East Community Hall,20,60
2473,2025-01-06,Mobile Unit,68,204
2474,2025-06-24,Riverside Centre,68,204
2475,2025-06-28,Riverside Centre,26,130
2476,2025-07-22,Mobile Unit,14,28
2477,2025-06-01,Riverside Centre,42,126
2478,2025-04-24,Mobile Unit,28,140
2479,2025-06-04,Mobile Unit,80,240
2480,2025-01-13,Riverside Centre,85,170
2481,2025-01-12,Mobile Unit,37,185
2482,2025-05-05,Mobile Unit,10,40
2483,2025-06-15,North Hub,34,136
2484,2025-05-31,Riverside Centre,10,40
2485,2025-07-23,Mobile Unit,18,36
2486,2025-06-26,North Hub,89,178
2487,2025-07-24,East Community Hall,81,162
2488,2025-04-12,Mobile Unit,33,66
2489,2025-08-24,Riverside Centre,58,232
2490,2025-06-11,North Hub,25,100
2491,2025-06-11,North Hub,49,147
2492,2025-03-12,Riverside Centre,36,108
2493,2025-06-25,East Community Hall,19,95
2494,2025-01-13,East Community Hall,52,156
2495,2025-04-19,North Hub,61,122
2496,2025-02-26,East Community Hall,24,96
2497,2025-08-01,Riverside Centre,40,120
2498,2025-05-22,Riverside Centre,16,32
2499,2025-07-31,Mobile Unit,37,185
2500,2025-06-05,East Community Hall,70,280
2501,2025-05-11,East Community Hall,89,356
2502,2025-05-17,Riverside Centre,55,110
2503,2025-03-16,North Hub,34,170
2504,2025-04-06,Riverside Centre,69,138
2505,2025-06-21,Mobile Unit,12,24
2506,2025-05-18,Riverside Centre,38,190
2507,2025-07-02,East Community Hall,23,69
2508,2025-01-18,Mobile Unit,67,335
2509,2025-01-11,East Community Hall,69,345
2510,2025-01-03,Mobile Unit,72,216
2511,2025-09-07,Riverside Centre,59,236
2512,2025-04-24,East Community Hall,54,108
2513,2025-05-22,Riverside Centre,86,258
2514,2025-09-04,North Hub,65,325
2515,2025-01-29,North Hub,48,192
2516,2025-06-24,North Hub,82,246
2517,2025-06-10,North Hub,47,94
2518,2025-06-30,East Community Hall,20,40
2519,2025-07-05,Riverside Centre,61,183
2520,2025-04-24,North Hub,25,100
2521,2025-06-25,Mobile Unit,45,180
2522,2025-03-06,East Community Hall,84,168
2523,2025-06-05,Mobile Unit,20,40
2524,2025-08-11,East Community Hall,29,116
2525,2025-03-10,East Community Hall,49,147
2526,2025-07-01,East Community Hall,53,212
2527,2025-08-14,Mobile Unit,35,175
2528,2025-07-02,Mobile Unit,44,176
2529,2025-03-19,Mobile Unit,16,80
2530,2025-01-13,Mobile Unit,39,117
2531,2025-01-07,North Hub,83,249
2532,2025-05-25,Mobile Unit,70,350
2533,2025-03-06,East Community Hall,12,60
2534,2025-08-18,Riverside Centre,54,108
2535,2025-02-10,North Hub,38,152
2536,2025-07-26,North Hub,68,204
2537,2025-03-12,Mobile Unit,38,76
2538,2025-04-12,Mobile Unit,68,340
2539,2025-04-09,Mobile Unit,32,96
2540,2025-02-19,North Hub,81,243
2541,2025-07-09,Riverside Centre,47,141
2542,2025-04-14,North Hub,22,88
2543,2025-01-09,Riverside Centre,21,105
2544,2025-08-29,North Hub,50,150
2545,2025-08-20,Riverside Centre,39,195
2546,2025-04-10,North Hub,74,370
2547,2025-08-22,East Community Hall,64,128
2548,2025-04-30,Riverside Centre,25,100
2549,2025-06-20,Riverside Centre,70,280
2550,2025-02-14,East Community Hall,67,134
2551,2025-03-11,Riverside Centre,20,60
2552,2025-06-26,Riverside Centre,42,168
2553,2025-08-06,Riverside Centre,80,400
2554,2025-02-09,Riverside Centre,78,390
2555,2025-06-22,Riverside Centre,16,80
2556,2025-08-22,Mobile Unit,47,141
2557,2025-07-05,North Hub,45,135
2558,2025-08-16,Riverside Centre,81,162
2559,2025-03-11,East Community Hall,19,76
2560,2025-05-20,Mobile Unit,27,135
2561,2025-07-25,North Hub,74,370
2562,2025-05-07,Riverside Centre,89,178
2563,2025-01-13,Riverside Centre,33,132
2564,2025-01-31,Mobile Unit,48,144
2565,2025-02-06,East Community Hall,11,33
2566,2025-01-28,North Hub,57,228
2567,2025-01-27,Mobile Unit,37,185
2568,2025-01-12,Riverside Centre,41,205
2569,2025-03-04,Riverside Centre,16,64
2570,2025-05-02,Riverside Centre,14,56
2571,2025-06-30,Mobile Unit,29,145
2572,2025-04-02,North Hub,68,136
2573,2025-08-08,East Community Hall,15,45
2574,2025-05-16,North Hub,46,92
2575,2025-01-21,Riverside Centre,33,132
2576,2025-04-11,North Hub,72,288
2577,2025-02-14,Mobile Unit,36,72
2578,2025-04-05,Riverside Centre,50,100
2579,2025-01-22,East Community Hall,70,350
2580,2025-03-26,East Community Hall,32,96
2581,2025-03-27,Mobile Unit,31,62
2582,2025-02-12,East Community Hall,64,256
2583,2025-08-02,Riverside Centre,45,225
2584,2025-03-23,Mobile Unit,20,100
2585,2025-08-24,North Hub,73,365
2586,2025-04-06,North Hub,58,116
2587,2025-06-14,Mobile Unit,35,70
2588,2025-08-28,East Community Hall,78,234
2589,2025-01-23,East Community Hall,42,210
2590,2025-02-25,North Hub,54,270
2591,2025-09-02,Mobile Unit,35,70
2592,2025-02-07,Riverside Centre,47,94
2593,2025-02-11,Mobile Unit,29,145
2594,2025-05-19,East Community Hall,43,129
2595,2025-03-10,Riverside Centre,15,30
2596,2025-03-21,East Community Hall,35,140
2597,2025-07-13,East Community Hall,57,228
2598,2025-05-19,Mobile Unit,81,405
2599,2025-04-11,North Hub,20,80
2600,2025-04-27,Riverside Centre,87,435
2601,2025-01-28,North Hub,33,132
2602,2025-06-27,Mobile Unit,34,170
2603,2025-08-06,Riverside Centre,16,48
2604,2025-07-14,Mobile Unit,88,176
2605,2025-07-29,North Hub,72,360
2606,2025-07-06,Mobile Unit,49,147
2607,2025-08-16,North Hub,56,280
2608,2025-02-20,East Community Hall,51,255
2609,2025-03-26,East Community Hall,60,240
2610,2025-04-09,North Hub,28,140
2611,2025-03-10,East Community Hall,60,180
2612,2025-02-16,North Hub,23,92
2613,2025-01-31,Riverside Centre,18,90
2614,2025-07-07,East Community Hall,87,174
2615,2025-08-28,North Hub,54,216
2616,2025-02-26,Mobile Unit,47,188
2617,2025-08-11,Riverside Centre,37,111
2618,2025-08-19,Riverside Centre,70,210
2619,2025-02-10,Mobile Unit,86,172
2620,2025-01-19,Riverside Centre,16,48
2621,2025-05-24,Mobile Unit,84,168
2622,2025-03-19,Mobile Unit,58,174
2623,2025-08-09,Mobile Unit,37,74
2624,2025-04-10,Riverside Centre,78,156
2625,2025-08-29,Mobile Unit,51,102
2626,2025-04-02,North Hub,53,159
2627,2025-02-14,East Community Hall,78,156
2628,2025-07-15,East Community Hall,78,234
2629,2025-04-08,Mobile Unit,27,108
2630,2025-06-21,East Community Hall,75,150
2631,2025-05-12,Mobile Unit,26,78
2632,2025-02-14,Mobile Unit,27,81
2633,2025-08-05,East Community Hall,47,94
2634,2025-06-12,Riverside Centre,12,24
2635,2025-08-16,Riverside Centre,38,114
2636,2025-07-27,Riverside Centre,48,192
2637,2025-01-24,East Community Hall,43,86
2638,2025-06-21,Mobile Unit,46,230
2639,2025-06-24,Riverside Centre,83,249
2640,2025-01-04,Riverside Centre,67,201
2641,2025-09-07,East Community Hall,40,80
2642,2025-05-14,Mobile Unit,54,270
2643,2025-03-03,Riverside Centre,18,36
2644,2025-07-24,Mobile Unit,67,201
2645,2025-02-14,North Hub,14,28
2646,2025-04-06,Mobile Unit,42,168
2647,2025-08-17,Riverside Centre,12,36
2648,2025-05-28,Mobile Unit,63,315
2649,2025-08-31,Mobile Unit,24,96
2650,2025-06-30,East Community Hall,75,225
2651,2025-04-08,Riverside Centre,35,140
2652,2025-06-17,North Hub,68,272
2653,2025-02-14,North Hub,16,32
2654,2025-07-03,North Hub,55,220
2655,2025-01-09,Riverside Centre,49,245
2656,2025-02-07,North Hub,22,88
2657,2025-08-12,Mobile Unit,43,129
2658,2025-04-14,Mobile Unit,44,132
2659,2025-08-12,East Community Hall,15,30
2660,2025-07-17,East Community Hall,25,100
2661,2025-04-10,Riverside Centre,39,156
2662,2025-03-15,East Community Hall,24,72
2663,2025-02-02,Riverside Centre,70,350
2664,2025-05-09,Mobile Unit,60,300
2665,2025-04-14,Riverside Centre,15,60
2666,2025-01-07,Riverside Centre,85,170
2667,2025-01-17,East Community Hall,68,340
2668,2025-06-01,East Community Hall,74,222
2669,2025-07-15,Riverside Centre,51,153
2670,2025-07-03,East Community Hall,40,80
2671,2025-03-15,Riverside Centre,55,275
2672,2025-01-24,East Community Hall,13,65
2673,2025-05-13,North Hub,15,75
2674,2025-03-03,East Community Hall,37,74
2675,2025-08-30,East Community Hall,30,120
2676,2025-03-11,North Hub,24,120
2677,2025-03-24,Mobile Unit,84,168
2678,2025-06-18,Mobile Unit,26,52
2679,2025-05-13,Mobile Unit,15,45
2680,2025-08-07,Riverside Centre,19,76
2681,2025-02-01,East Community Hall,31,124
2682,2025-08-05,East Community Hall,53,106
2683,2025-03-20,Mobile Unit,60,180
2684,2025-06-21,Riverside Centre,79,316
2685,2025-01-27,Riverside Centre,74,222
2686,2025-06-25,East Community Hall,54,108
2687,2025-03-19,Riverside Centre,82,328
2688,2025-03-01,North Hub,44,176
2689,2025-07-21,Mobile Unit,86,172
2690,2025-04-18,Mobile Unit,30,90
2691,2025-06-27,Mobile Unit,34,170
2692,2025-08-18,Riverside Centre,69,138
2693,2025-04-10,Mobile Unit,13,65
2694,2025-08-07,Mobile Unit,20,80
2695,2025-08-03,North Hub,38,152
2696,2025-02-27,North Hub,86,344
2697,2025-03-12,North Hub,51,153
2698,2025-01-30,North Hub,65,325
2699,2025-04-23,Riverside Centre,32,160
2700,2025-08-10,Riverside Centre,32,64
2701,2025-03-22,North Hub,20,80
2702,2025-06-12,East Community Hall,74,296
