donation_id,donation_date,food_category,source,weight_kg
3877,2025-06-04,Fresh produce,Community Drive,44.5
3878,2025-01-06,Canned goods,Corporate Gift,2.1
3879,2025-02-25,Dairy,Local Farm,34.2
3880,2025-04-13,Dairy,Corporate Gift,33.8
3881,2025-08-18,Fresh produce,Community Drive,17.3
3882,2025-05-02,Fresh produce,Individual,35.0
3883,2025-05-01,Bakery,Individual,22.7
3884,2025-05-11,Fresh produce,Supermarket Co,30.7
3885,2025-07-06,Canned goods,Local Farm,22.4
3886,2025-04-07,Fresh produce,Corporate Gift,9.7
3887,2025-07-14,Bakery,Individual,27.7
3888,2025-03-27,Dairy,Individual,42.2
3889,2025-07-19,Dry goods,Corporate Gift,31.4
3890,2025-02-27,Dairy,Local Farm,49.9
3891,2025-04-30,Frozen,Community Drive,31.6
3892,2025-02-25,Beverages,Local Farm,43.4
3893,2025-05-06,Fresh produce,Supermarket Co,30.3
3894,2025-08-06,Frozen,Community Drive,5.0
3895,2025-07-16,Fresh produce,Corporate Gift,27.8
3896,2025-08-19,Dry goods,Community Drive,47.4
3897,2025-07-31,Canned goods,Community Drive,21.9
3898,2025-01-23,Beverages,Community Drive,19.2
3899,2025-05-28,Bakery,Supermarket Co,9.1
3900,2025-04-19,Beverages,Local Farm,22.0
3901,2025-07-31,Bakery,Local Farm,23.4
3902,2025-06-05,Bakery,Individual,8.8
3903,2025-08-08,Fresh produce,Individual,8.9
3904,2025-06-06,Fresh produce,Community Drive,34.5
3905,2025-01-05,Dry goods,Individual,35.5
3906,2025-04-02,Dairy,Supermarket Co,2.1
3907,2025-02-25,Fresh produce,Local Farm,42.2
3908,2025-04-20,Dry goods,Corporate Gift,20.3
3909,2025-06-07,Dairy,Local Farm,21.6
3910,2025-08-13,Dairy,Local Farm,35.4
3911,2025-08-24,Dry goods,Individual,2.3
3912,2025-04-17,Frozen,Local Farm,34.6
3913,2025-02-04,Canned goods,Community Drive,4.5
3914,2025-06-03,Beverages,Supermarket Co,3.7
3915,2025-01-30,Bakery,Local Farm,22.0
3916,2025-05-30,Canned goods,Individual,18.0
3917,2025-01-31,Frozen,Supermarket Co,36.9
3918,2025-04-08,Canned goods,Individual,34.3
3919,2025-01-05,Beverages,Corporate Gift,9.5
3920,2025-07-20,Beverages,Local Farm,8.1
3921,2025-02-16,Bakery,Corporate Gift,29.2
3922,2025-08-27,Dairy,Supermarket Co,18.1
3923,2025-02-02,Beverages,Supermarket Co,24.4
3924,2025-08-08,Dry goods,Local Farm,10.9
3925,2025-01-31,Dry goods,Corporate Gift,24.3
3926,2025-04-30,Dairy,Individual,25.5
3927,2025-04-14,Dry goods,Corporate Gift,32.8
3928,2025-07-01,Beverages,Corporate Gift,27.8
3929,2025-05-14,Bakery,Supermarket Co,9.6
3930,2025-09-07,Beverages,Corporate Gift,35.1
3931,2025-06-09,Dry goods,Local Farm,8.6
3932,2025-07-27,Frozen,Community Drive,5.2
3933,2025-02-15,Dry goods,Local Farm,10.8
3934,2025-07-26,Canned goods,Supermarket Co,45.9
3935,2025-08-30,Frozen,Supermarket Co,20.6
3936,2025-04-29,Dry goods,Local Farm,8.2
3937,2025-08-20,Frozen,Community Drive,14.6
3938,2025-08-15,Bakery,Supermarket Co,11.4
3939,2025-03-23,Fresh produce,Community Drive,44.4
3940,2025-01-08,Fresh produce,Community Drive,30.5
3941,2025-06-27,Canned goods,Local Farm,27.7
3942,2025-04-29,Frozen,Corporate Gift,17.5
3943,2025-03-26,Bakery,Individual,28.5
3944,2025-04-03,Dry goods,Community Drive,31.1
3945,2025-03-20,Dry goods,Community Drive,38.3
3946,2025-06-15,Dairy,Local Farm,17.9
3947,2025-06-30,Dry goods,Corporate Gift,20.7
3948,2025-06-10,Dry goods,Local Farm,39.8
3949,2025-05-22,Beverages,Individual,4.7
3950,2025-01-04,Dairy,Corporate Gift,27.0
3951,2025-05-19,Bakery,Supermarket Co,46.2
3952,2025-07-16,Fresh produce,Corporate Gift,8.9
3953,2025-05-06,Canned goods,Individual,8.0
3954,2025-02-13,Canned goods,Community Drive,1.8
3955,2025-01-25,Dry goods,Individual,23.1
3956,2025-07-11,Dairy,Local Farm,19.8
3957,2025-04-12,Fresh produce,Local Farm,36.8
3958,2025-08-15,Fresh produce,Supermarket Co,39.1
3959,2025-04-10,Dry goods,Community Drive,9.5
3960,2025-03-09,Dry goods,Corporate Gift,47.8
3961,2025-07-26,Dairy,Individual,23.5
3962,2025-07-09,Dairy,Community Drive,10.4
3963,2025-07-11,Frozen,Supermarket Co,31.9
3964,2025-07-03,Dairy,Community Drive,49.4
3965,2025-08-04,Beverages,Supermarket Co,42.0
3966,2025-04-09,Fresh produce,Corporate Gift,10.6
3967,2025-03-13,Canned goods,Individual,9.4
3968,2025-02-20,Fresh produce,Individual,49.8
3969,2025-08-09,Bakery,Corporate Gift,14.3
3970,2025-04-03,Fresh produce,Individual,4.0
3971,2025-07-05,Bakery,Individual,22.9
3972,2025-05-24,Dry goods,Local Farm,14.3
3973,2025-02-16,Dairy,Supermarket Co,12.1
3974,2025-04-27,Frozen,Corporate Gift,45.4
3975,2025-07-02,Canned goods,Local Farm,49.9
3976,2025-04-06,Frozen,Local Farm,1.6
3977,2025-07-24,Bakery,Supermarket Co,35.0
3978,2025-08-05,Dry goods,Corporate Gift,9.9
3979,2025-08-11,Fresh produce,Corporate Gift,21.3
3980,2025-01-15,Bakery,Individual,14.7
3981,2025-01-02,Frozen,Community Drive,41.2
3982,2025-08-12,Fresh produce,Individual,1.8
3983,2025-04-16,Dry goods,Community Drive,26.4
3984,2025-02-26,Bakery,Local Farm,3.8
3985,2025-02-27,Dairy,Local Farm,7.8
3986,2025-05-30,Canned goods,Local Farm,49.7
3987,2025-06-15,Dry goods,Corporate Gift,21.8
3988,2025-04-16,Dairy,Community Drive,1.2
3989,2025-06-17,Fresh produce,Community Drive,46.8
3990,2025-08-05,Fresh produce,Individual,24.1
3991,2025-05-22,Dry goods,Supermarket Co,40.9
3992,2025-01-12,Dairy,Individual,14.1
3993,2025-01-12,Frozen,Individual,35.8
3994,2025-02-25,Frozen,Community Drive,1.6
3995,2025-01-02,Dry goods,Corporate Gift,36.3
3996,2025-04-26,Dry goods,Individual,33.0
3997,2025-07-14,Frozen,Corporate Gift,11.6
3998,2025-03-06,Dairy,Supermarket Co,17.1
3999,2025-07-31,Beverages,Supermarket Co,11.1
4000,2025-05-06,Dry goods,Individual,25.5
4001,2025-02-14,Dairy,Local Farm,12.6
4002,2025-06-26,Beverages,Supermarket Co,22.8
4003,2025-06-29,Fresh produce,Community Drive,10.9
4004,2025-07-18,Fresh produce,Corporate Gift,41.1
4005,2025-03-08,Fresh produce,Supermarket Co,47.9
4006,2025-06-05,Dairy,Individual,2.3
4007,2025-03-08,Dairy,Supermarket Co,49.8
4008,2025-03-11,Beverages,Supermarket Co,27.2
4009,2025-01-02,Frozen,Community Drive,23.2
4010,2025-04-13,Fresh produce,Supermarket Co,2.4
4011,2025-07-25,Canned goods,Local Farm,30.0
4012,2025-04-28,Beverages,Community Drive,26.3
4013,2025-07-03,Beverages,Local Farm,31.8
4014,2025-02-05,Beverages,Community Drive,43.2
4015,2025-06-18,Frozen,Individual,28.5
4016,2025-03-03,Fresh produce,Local Farm,14.3
4017,2025-04-27,Canned goods,Community Drive,48.0
4018,2025-03-12,Fresh produce,Individual,31.3
4019,2025-06-19,Beverages,Local Farm,44.8
4020,2025-07-10,Canned goods,Community Drive,25.4
4021,2025-02-16,Beverages,Community Drive,40.1
4022,2025-08-14,Bakery,Supermarket Co,40.0
4023,2025-04-27,Bakery,Corporate Gift,6.5
4024,2025-05-10,Bakery,Individual,47.5
4025,2025-02-03,Fresh produce,Individual,7.3
4026,2025-07-11,Beverages,Local Farm,9.1
4027,2025-05-24,Beverages,Supermarket Co,18.2
4028,2025-04-03,Fresh produce,Local Farm,18.2
4029,2025-05-24,Frozen,Supermarket Co,40.7
4030,2025-08-11,Beverages,Corporate Gift,9.0
4031,2025-07-01,Dry goods,Supermarket Co,6.5
4032,2025-03-17,Frozen,Community Drive,42.8
4033,2025-05-05,Beverages,Corporate Gift,37.3
4034,2025-03-11,Dry goods,Supermarket Co,22.6
4035,2025-02-12,Dairy,Corporate Gift,34.6
4036,2025-09-01,Fresh produce,Individual,28.4
4037,2025-07-03,Fresh produce,Corporate Gift,41.6
4038,2025-02-22,Frozen,Supermarket Co,39.5
4039,2025-05-06,Canned goods,Supermarket Co,8.4
4040,2025-07-06,Dry goods,Supermarket Co,23.1
4041,2025-03-13,Frozen,Supermarket Co,49.8
4042,2025-03-28,Dry goods,Corporate Gift,13.8
4043,2025-04-22,Bakery,Individual,33.1
4044,2025-08-27,Frozen,Supermarket Co,40.3
4045,2025-08-13,Fresh produce,Corporate Gift,34.0
4046,2025-01-18,Canned goods,Individual,30.8
4047,2025-08-25,Dry goods,Individual,28.0
4048,2025-03-14,Frozen,Corporate Gift,43.5
4049,2025-07-15,Bakery,Individual,34.5
4050,2025-04-27,Dairy,Local Farm,21.4
4051,2025-08-04,Bakery,Individual,33.9
4052,2025-03-10,Dry goods,Individual,20.1
4053,2025-06-11,Fresh produce,Corporate Gift,43.3
4054,2025-02-22,Canned goods,Individual,31.9
4055,2025-07-25,Canned goods,Supermarket Co,2.2
4056,2025-06-16,Dairy,Corporate Gift,36.7
4057,2025-05-10,Canned goods,Individual,29.5
4058,2025-03-27,Bakery,Individual,20.1
4059,2025-01-18,Dairy,Corporate Gift,39.5
4060,2025-08-09,Bakery,Local Farm,25.9
4061,2025-08-05,Beverages,Local Farm,36.9
4062,2025-02-23,Dairy,Supermarket Co,30.6
4063,2025-02-22,Beverages,Individual,1.8
4064,2025-01-14,Dairy,Community Drive,5.6
4065,2025-04-20,Dry goods,Supermarket Co,16.8
4066,2025-03-08,Dairy,Supermarket Co,36.1
4067,2025-03-22,Dairy,Local Farm,25.0
4068,2025-05-13,Dairy,Community Drive,30.1
4069,2025-05-25,Bakery,Corporate Gift,31.7
4070,2025-04-06,Beverages,Community Drive,38.4
4071,2025-07-20,Canned goods,Supermarket Co,38.0
4072,2025-04-04,Beverages,Local Farm,16.3
4073,2025-02-26,Dairy,Corporate Gift,29.0
4074,2025-03-10,Bakery,Local Farm,31.2
4075,2025-02-16,Bakery,Local Farm,17.1
4076,2025-05-20,Fresh produce,Local Farm,46.4
4077,2025-06-28,Beverages,Community Drive,12.5
4078,2025-01-05,Bakery,Community Drive,8.8
4079,2025-03-09,Dairy,Local Farm,9.0
4080,2025-07-19,Fresh produce,Individual,48.0
4081,2025-01-28,Dairy,Corporate Gift,11.2
4082,2025-08-24,Dry goods,Individual,46.1
4083,2025-05-07,Dairy,Local Farm,4.1
4084,2025-02-28,Bakery,Supermarket Co,7.1
4085,2025-04-01,Frozen,Local Farm,47.8
4086,2025-02-23,Dairy,Local Farm,15.8
4087,2025-02-04,Dairy,Individual,13.4
4088,2025-08-15,Canned goods,Local Farm,28.8
4089,2025-02-19,Canned goods,Corporate Gift,45.6
4090,2025-04-13,Fresh produce,Local Farm,13.1
4091,2025-05-22,Beverages,Supermarket Co,35.6
4092,2025-04-27,Dry goods,Corporate Gift,20.4
4093,2025-03-31,Beverages,Corporate Gift,41.6
4094,2025-07-27,Bakery,Community Drive,31.3
4095,2025-07-03,Beverages,Individual,24.4
4096,2025-05-11,Canned goods,Supermarket Co,3.5
4097,2025-03-13,Dairy,Local Farm,3.3
4098,2025-03-09,Beverages,Supermarket Co,31.3
4099,2025-03-26,Dairy,Community Drive,39.4
4100,2025-01-08,Frozen,Individual,45.4
4101,2025-04-11,Canned goods,Supermarket Co,28.1
4102,2025-03-04,Beverages,Supermarket Co,19.2
4103,2025-05-28,Beverages,Supermarket Co,44.2
4104,2025-02-05,Bakery,Community Drive,27.2
4105,2025-02-09,Canned goods,Individual,17.8
4106,2025-06-25,Frozen,Individual,29.1
4107,2025-08-15,Canned goods,Corporate Gift,2.9
4108,2025-04-14,Frozen,Local Farm,37.4
4109,2025-03-28,Canned goods,Supermarket Co,29.0
4110,2025-01-02,Frozen,Supermarket Co,47.4
4111,2025-01-25,Beverages,Supermarket Co,19.6
4112,2025-01-10,Dry goods,Corporate Gift,34.8
4113,2025-04-27,Dry goods,Supermarket Co,26.1
4114,2025-07-01,Bakery,Community Drive,31.3
4115,2025-08-29,Dairy,Supermarket Co,26.0
4116,2025-04-14,Frozen,Local Farm,16.2
4117,2025-05-18,Beverages,Individual,18.4
4118,2025-04-25,Dairy,Individual,23.3
4119,2025-02-10,Dairy,Individual,26.3
4120,2025-01-01,Dairy,Corporate Gift,44.1
4121,2025-05-31,Beverages,Corporate Gift,30.8
4122,2025-07-31,Dry goods,Community Drive,44.8
4123,2025-04-18,Dry goods,Local Farm,35.9
4124,2025-03-04,Beverages,Corporate Gift,49.6
4125,2025-04-25,Fresh produce,Local Farm,35.0
4126,2025-05-05,Frozen,Local Farm,9.9
4127,2025-03-23,Dairy,Local Farm,47.0
4128,2025-05-21,Beverages,Corporate Gift,9.6
4129,2025-09-04,Fresh produce,Individual,32.1
4130,2025-08-16,Frozen,Corporate Gift,8.2
4131,2025-01-11,Dairy,Supermarket Co,27.5
4132,2025-02-12,Bakery,Community Drive,41.4
4133,2025-03-09,Beverages,Supermarket Co,29.0
4134,2025-05-01,Fresh produce,Individual,1.0
4135,2025-01-16,Bakery,Individual,47.0
4136,2025-07-31,Frozen,Individual,38.0
4137,2025-06-15,Dairy,Community Drive,11.0
4138,2025-03-16,Beverages,Community Drive,33.6
4139,2025-08-09,Canned goods,Supermarket Co,43.9
4140,2025-03-21,Bakery,Corporate Gift,38.0
4141,2025-04-21,Beverages,Community Drive,39.4
4142,2025-09-01,Dry goods,Supermarket Co,15.3
4143,2025-09-04,Dairy,Community Drive,6.5
4144,2025-01-25,Dry goods,Supermarket Co,6.0
4145,2025-06-23,Dry goods,Community Drive,48.0
4146,2025-04-05,Bakery,Local Farm,1.3
4147,2025-07-14,Canned goods,Community Drive,1.6
4148,2025-05-17,Beverages,Local Farm,42.4
4149,2025-01-29,Beverages,Corporate Gift,4.0
4150,2025-05-27,Beverages,Individual,31.0
4151,2025-06-17,Dairy,Community Drive,4.5
4152,2025-03-30,Dry goods,Supermarket Co,19.5
4153,2025-03-29,Dairy,Individual,10.1
4154,2025-05-10,Dairy,Individual,35.9
4155,2025-07-11,Canned goods,Community Drive,13.9
4156,2025-06-27,Dairy,Supermarket Co,28.5
4157,2025-08-12,Canned goods,Individual,45.8
4158,2025-04-14,Frozen,Corporate Gift,26.3
4159,2025-08-23,Beverages,Corporate Gift,27.1
4160,2025-07-27,Beverages,Individual,16.1
4161,2025-06-27,Bakery,Individual,37.1
4162,2025-04-19,Bakery,Supermarket Co,20.6
4163,2025-09-03,Dry goods,Corporate Gift,44.3
4164,2025-05-28,Dry goods,Local Farm,42.7
4165,2025-04-18,Fresh produce,Local Farm,31.4
4166,2025-02-25,Frozen,Supermarket Co,37.3
4167,2025-04-25,Fresh produce,Local Farm,12.9
4168,2025-08-17,Canned goods,Community Drive,32.6
4169,2025-08-27,Bakery,Community Drive,2.8
4170,2025-08-03,Fresh produce,Corporate Gift,30.9
4171,2025-03-28,Canned goods,Corporate Gift,31.0
4172,2025-03-18,Bakery,Community Drive,21.7
4173,2025-06-22,Fresh produce,Local Farm,13.0
4174,2025-04-17,Beverages,Local Farm,6.5
4175,2025-07-21,Dry goods,Supermarket Co,3.5
4176,2025-08-09,Bakery,Corporate Gift,31.3
4177,2025-04-17,Beverages,Community Drive,9.8
4178,2025-05-01,Frozen,Supermarket Co,4.5
4179,2025-05-29,Frozen,Corporate Gift,26.1
4180,2025-06-20,Beverages,Community Drive,24.5
4181,2025-06-06,Frozen,Corporate Gift,46.8
4182,2025-05-15,Dairy,Community Drive,11.0
4183,2025-02-10,Canned goods,Local Farm,1.7
4184,2025-08-24,Bakery,Individual,14.9
4185,2025-04-13,Fresh produce,Individual,34.6
4186,2025-05-19,Frozen,Local Farm,18.1
4187,2025-01-06,Dairy,Supermarket Co,49.2
4188,2025-06-30,Frozen,Community Drive,25.2
4189,2025-02-14,Beverages,Individual,47.3
4190,2025-05-25,Bakery,Corporate Gift,36.7
4191,2025-08-31,Dry goods,Corporate Gift,36.2
4192,2025-08-17,Fresh produce,Community Drive,26.7
4193,2025-03-22,Beverages,Individual,32.5
4194,2025-04-21,Dry goods,Corporate Gift,29.1
4195,2025-07-10,Frozen,Individual,24.0
4196,2025-02-14,Dairy,Individual,11.4
4197,2025-02-28,Beverages,Community Drive,35.2
4198,2025-01-22,Dairy,Corporate Gift,35.8
4199,2025-07-19,Fresh produce,Supermarket Co,35.4
4200,2025-02-11,Fresh produce,Local Farm,34.2
4201,2025-01-10,Bakery,Local Farm,1.2
4202,2025-07-27,Bakery,Community Drive,12.9
4203,2025-07-06,Dry goods,Supermarket Co,49.0
4204,2025-08-28,Dry goods,Supermarket Co,2.4
4205,2025-07-13,Beverages,Individual,5.9
4206,2025-03-29,Bakery,Individual,20.3
4207,2025-07-08,Fresh produce,Individual,13.8
4208,2025-05-30,Frozen,Community Drive,39.6
4209,2025-01-19,Frozen,Local Farm,31.4
4210,2025-06-29,Frozen,Supermarket Co,46.9
4211,2025-03-13,Dry goods,Community Drive,43.5
4212,2025-02-15,Frozen,Supermarket Co,21.6
4213,2025-04-28,Frozen,Local Farm,20.2
4214,2025-02-24,Bakery,Corporate Gift,32.9
4215,2025-07-19,Dry goods,Individual,47.5
4216,2025-07-20,Frozen,Corporate Gift,46.8
4217,2025-05-23,Frozen,Local Farm,36.9
4218,2025-08-27,Bakery,Local Farm,5.4
4219,2025-01-09,Canned goods,Community Drive,11.1
4220,2025-02-20,Fresh produce,Local Farm,41.0
4221,2025-04-09,Beverages,Corporate Gift,3.2
4222,2025-02-26,Canned goods,Supermarket Co,5.6
4223,2025-01-28,Bakery,Community Drive,37.4
4224,2025-03-03,Fresh produce,Individual,1.5
4225,2025-05-24,Canned goods,Community Drive,22.4
4226,2025-06-29,Canned goods,Local Farm,3.7
4227,2025-05-02,Dairy,Individual,9.7
4228,2025-02-05,Beverages,Community Drive,48.1
4229,2025-07-24,Frozen,Individual,9.2
4230,2025-05-20,Canned goods,Community Drive,16.8
4231,2025-03-22,Dry goods,Supermarket Co,34.3
4232,2025-03-12,Canned goods,Corporate Gift,3.7
4233,2025-06-29,Canned goods,Supermarket Co,29.4
4234,2025-01-30,Frozen,Community Drive,20.9
4235,2025-03-28,Bakery,Individual,33.7
4236,2025-05-08,Beverages,Individual,35.5
4237,2025-05-16,Beverages,Community Drive,32.6
4238,2025-01-11,Canned goods,Supermarket Co,2.1
4239,2025-01-31,Bakery,Supermarket Co,9.8
4240,2025-07-05,Beverages,Supermarket Co,49.6
4241,2025-04-18,Canned goods,Local Farm,25.8
4242,2025-02-14,Canned goods,Supermarket Co,2.0
4243,2025-06-28,Beverages,Community Drive,19.4
4244,2025-05-29,Beverages,Supermarket Co,45.8
4245,2025-02-23,Frozen,Local Farm,32.8
4246,2025-04-02,Bakery,Local Farm,34.8
4247,2025-06-17,Dry goods,Community Drive,29.5
4248,2025-07-29,Dry goods,Local Farm,38.5
4249,2025-08-24,Bakery,Community Drive,11.7
4250,2025-03-17,Frozen,Local Farm,14.1
4251,2025-06-05,Frozen,Supermarket Co,17.2
4252,2025-04-21,Beverages,Community Drive,14.5
4253,2025-07-01,Dry goods,Individual,15.0
4254,2025-04-30,Canned goods,Supermarket Co,43.8
4255,2025-04-29,Dairy,Corporate Gift,38.2
4256,2025-08-07,Fresh produce,Community Drive,8.2
4257,2025-02-22,Canned goods,Local Farm,48.0
4258,2025-05-09,Fresh produce,Community Drive,5.2
4259,2025-04-19,Beverages,Local Farm,12.4
4260,2025-01-30,Dairy,Supermarket Co,35.9
4261,2025-07-11,Bakery,Individual,35.2
4262,2025-02-12,Dry goods,Community Drive,5.6
4263,2025-07-04,Dry goods,Individual,37.3
4264,2025-04-18,Beverages,Individual,22.9
4265,2025-04-05,Beverages,Local Farm,45.3
4266,2025-06-23,Canned goods,Community Drive,33.5
4267,2025-03-28,Frozen,Community Drive,13.7
4268,2025-07-12,Beverages,Supermarket Co,46.3
4269,2025-04-11,Fresh produce,Supermarket Co,19.8
4270,2025-07-05,Canned goods,Corporate Gift,26.4
4271,2025-02-24,Fresh produce,Individual,6.3
4272,2025-09-02,Bakery,Supermarket Co,6.4
4273,2025-05-27,Canned goods,Local Farm,13.2
4274,2025-02-14,Dry goods,Community Drive,12.4
4275,2025-03-27,Fresh produce,Corporate Gift,32.2
4276,2025-09-01,Fresh produce,Community Drive,30.4
4277,2025-07-02,Frozen,Community Drive,20.9
4278,2025-05-06,Beverages,Local Farm,1.0
4279,2025-08-01,Fresh produce,Community Drive,45.5
4280,2025-01-21,Bakery,Community Drive,5.7
4281,2025-04-18,Canned goods,Community Drive,21.3
4282,2025-03-09,Beverages,Individual,31.7
4283,2025-06-04,Bakery,Individual,20.7
4284,2025-02-01,Fresh produce,Local Farm,21.5
4285,2025-05-02,Fresh produce,Corporate Gift,17.7
4286,2025-01-06,Fresh produce,Community Drive,36.9
4287,2025-03-10,Beverages,Community Drive,36.0
4288,2025-01-27,Dairy,Community Drive,31.4
4289,2025-09-07,Bakery,Local Farm,26.3
4290,2025-05-13,Canned goods,Corporate Gift,2.9
4291,2025-06-26,Canned goods,Supermarket Co,48.1
4292,2025-06-26,Dairy,Community Drive,47.6
4293,2025-04-09,Canned goods,Individual,37.3
4294,2025-05-27,Beverages,Community Drive,29.3
4295,2025-04-21,Beverages,Corporate Gift,46.0
4296,2025-02-13,Fresh produce,Individual,12.7
4297,2025-07-13,Frozen,Corporate Gift,1.6
4298,2025-06-13,Dairy,Local Farm,10.1
4299,2025-05-19,Fresh produce,Corporate Gift,11.1
4300,2025-06-24,Bakery,Corporate Gift,26.9
4301,2025-03-13,Beverages,Community Drive,16.7
4302,2025-03-22,Beverages,Community Drive,31.1
4303,2025-03-01,Dry goods,Individual,31.5
4304,2025-07-05,Bakery,Corporate Gift,15.8
4305,2025-08-28,Beverages,Corporate Gift,31.7
4306,2025-06-26,Frozen,Corporate Gift,9.5
4307,2025-04-18,Dairy,Individual,1.7
4308,2025-03-05,Fresh produce,Individual,15.7
4309,2025-02-23,Canned goods,Corporate Gift,6.4
4310,2025-02-05,Fresh produce,Corporate Gift,14.6
4311,2025-03-11,Frozen,Individual,26.6
4312,2025-03-25,Dairy,Supermarket Co,14.0
4313,2025-08-27,Dry goods,Community Drive,43.8
4314,2025-02-01,Bakery,Individual,37.8
4315,2025-07-07,Dry goods,Local Farm,26.0
4316,2025-06-29,Canned goods,Community Drive,33.6
4317,2025-08-27,Dairy,Supermarket Co,3.7
4318,2025-05-30,Dairy,Individual,22.4
4319,2025-07-27,Fresh produce,Local Farm,40.5
4320,2025-08-17,Bakery,Corporate Gift,25.1
4321,2025-04-09,Beverages,Supermarket Co,30.6
4322,2025-03-05,Canned goods,Individual,46.8
4323,2025-08-13,Fresh produce,Local Farm,17.2
4324,2025-02-21,Dairy,Individual,22.8
4325,2025-06-21,Beverages,Individual,40.6
4326,2025-02-14,Fresh produce,Supermarket Co,26.8
4327,2025-07-21,Fresh produce,Local Farm,30.9
4328,2025-02-04,Dairy,Local Farm,9.0
4329,2025-07-06,Fresh produce,Corporate Gift,31.1
4330,2025-06-26,Beverages,Community Drive,42.5
4331,2025-08-11,Beverages,Local Farm,25.8
4332,2025-07-05,Bakery,Corporate Gift,21.3
4333,2025-03-19,Dry goods,Individual,37.0
4334,2025-08-15,Fresh produce,Community Drive,31.6
4335,2025-04-15,Dairy,Community Drive,10.3
4336,2025-07-06,Frozen,Community Drive,37.5
4337,2025-05-24,Fresh produce,Local Farm,18.0
4338,2025-05-09,Canned goods,Community Drive,16.5
4339,2025-04-27,Beverages,Individual,18.7
4340,2025-01-11,Bakery,Community Drive,44.2
4341,2025-03-23,Dairy,Local Farm,30.8
4342,2025-03-12,Dairy,Supermarket Co,1.7
4343,2025-02-05,Dry goods,Local Farm,2.0
4344,2025-05-05,Dry goods,Supermarket Co,4.7
4345,2025-01-14,Beverages,Supermarket Co,39.4
4346,2025-06-11,Dry goods,Corporate Gift,27.6
4347,2025-03-20,Canned goods,Individual,28.6
4348,2025-03-26,Dairy,Local Farm,13.5
4349,2025-02-03,Bakery,Corporate Gift,16.9
4350,2025-04-02,Dry goods,Supermarket Co,6.9
4351,2025-04-26,Fresh produce,Community Drive,39.2
4352,2025-03-26,Beverages,Local Farm,46.3
4353,2025-05-03,Canned goods,Supermarket Co,14.5
4354,2025-07-31,Canned goods,Corporate Gift,5.4
4355,2025-08-31,Dairy,Local Farm,4.8
4356,2025-03-04,Frozen,Corporate Gift,19.2
4357,2025-04-29,Frozen,Individual,29.8
4358,2025-04-06,Beverages,Corporate Gift,13.4
4359,2025-07-29,Frozen,Local Farm,18.2
4360,2025-08-24,Canned goods,Individual,23.0
4361,2025-05-26,Dry goods,Local Farm,45.0
4362,2025-09-04,Frozen,Local Farm,19.8
4363,2025-03-31,Dairy,Community Drive,45.3
4364,2025-01-03,Frozen,Supermarket Co,37.4
4365,2025-05-09,Fresh produce,Community Drive,3.2
4366,2025-03-20,Dry goods,Community Drive,14.2
4367,2025-07-07,Frozen,Local Farm,36.5
4368,2025-05-05,Beverages,Community Drive,35.0
4369,2025-04-30,Bakery,Individual,36.1
4370,2025-06-16,Fresh produce,Community Drive,5.1
4371,2025-03-09,Dairy,Local Farm,34.1
4372,2025-07-29,Bakery,Corporate Gift,43.0
4373,2025-06-23,Beverages,Individual,19.9
4374,2025-05-22,Dry goods,Local Farm,27.5
4375,2025-03-18,Frozen,Corporate Gift,47.3
4376,2025-01-21,Bakery,Corporate Gift,19.3
4377,2025-01-29,Fresh produce,Local Farm,31.3
4378,2025-06-20,Dairy,Supermarket Co,37.8
4379,2025-06-25,Canned goods,Supermarket Co,1.0
4380,2025-01-07,Frozen,Supermarket Co,27.6
4381,2025-02-09,Frozen,Individual,18.4
4382,2025-02-07,Dry goods,Individual,37.5
4383,2025-08-17,Fresh produce,Individual,41.2
4384,2025-03-07,Canned goods,Individual,28.3
4385,2025-06-27,Canned goods,Supermarket Co,46.2
4386,2025-07-17,Beverages,Supermarket Co,37.4
4387,2025-04-18,Frozen,Local Farm,48.4
4388,2025-07-26,Frozen,Community Drive,16.1
4389,2025-06-24,Frozen,Community Drive,47.5
4390,2025-05-11,Fresh produce,Individual,5.3
4391,2025-06-17,Dairy,Community Drive,7.8
4392,2025-01-25,Fresh produce,Community Drive,19.1
4393,2025-04-10,Bakery,Corporate Gift,32.3
4394,2025-06-30,Beverages,Local Farm,43.3
4395,2025-04-20,Beverages,Community Drive,11.5
4396,2025-01-23,Dry goods,Corporate Gift,41.1
4397,2025-02-14,Frozen,Community Drive,6.7
4398,2025-05-02,Beverages,Supermarket Co,23.3
4399,2025-07-28,Dairy,Supermarket Co,45.0
4400,2025-02-09,Bakery,Local Farm,36.2
4401,2025-02-16,Dairy,Individual,13.2
4402,2025-06-18,Bakery,Local Farm,37.4
4403,2025-08-19,Bakery,Local Farm,46.5
4404,2025-06-05,Fresh produce,Individual,44.7
4405,2025-05-28,Fresh produce,Individual,26.0
4406,2025-06-17,Dry goods,Corporate Gift,44.6
4407,2025-07-29,Dairy,Community Drive,7.6
4408,2025-01-01,Dry goods,Local Farm,10.2
4409,2025-01-07,Bakery,Community Drive,40.3
4410,2025-01-15,Dry goods,Local Farm,2.6
4411,2025-04-26,Dairy,Supermarket Co,49.4
4412,2025-02-03,Dairy,Community Drive,12.1
4413,2025-02-19,Dry goods,Local Farm,2.7
4414,2025-07-11,Fresh produce,Corporate Gift,39.3
4415,2025-07-10,Dry goods,Individual,27.2
